order_date,product,category,quantity,total_sales,unit_price,channel,payment_mode,event_type,store,city
2026-04-16,Mango Lassi,Beverages,2,151.2,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Chicken Biryani,Biryani,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Mutton Biryani,Biryani,1,357.0,340,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Papad,Sides,1,31.5,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Dal Makhani,Main Course,3,554.4,220,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Paneer Tikka,Starters,1,273.0,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Dal Makhani,Main Course,1,207.9,220,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Samosa (2pc),Starters,2,126.0,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Samosa (2pc),Starters,1,63.0,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Masala Chai,Beverages,2,75.6,40,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Chicken 65,Starters,1,201.6,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Chicken 65,Starters,-1,-252.0,240,Swiggy,UPI,Refund,Spice Route Kitchen,Kolkata
2026-04-16,Coke,Beverages,2,113.4,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Butter Chicken,Main Course,1,336.0,320,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Seekh Kebab,Starters,1,235.2,280,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Butter Chicken,Main Course,1,336.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Gulab Jamun (2pc),Desserts,3,283.5,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Dal Makhani,Main Course,1,231.0,220,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Mutton Biryani,Biryani,3,1071.0,340,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Gulab Jamun (2pc),Desserts,2,189.0,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Butter Naan,Breads,1,47.25,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Garlic Naan,Breads,2,115.5,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Chicken Biryani,Biryani,2,436.8,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Seekh Kebab,Starters,1,205.8,280,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Tandoori Roti,Breads,1,31.5,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Butter Chicken,Main Course,1,302.4,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Mango Lassi,Beverages,2,189.0,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Coke,Beverages,1,63.0,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Butter Naan,Breads,1,33.08,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Coke,Beverages,2,126.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Butter Naan,Breads,1,47.25,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Butter Chicken,Main Course,2,672.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Paneer Tikka,Starters,1,273.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-16,Rasmalai (2pc),Desserts,1,115.5,110,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Tandoori Roti,Breads,1,31.5,30,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mutton Biryani,Biryani,2,714.0,340,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,1,85.05,90,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken 65,Starters,1,252.0,240,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Tikka,Starters,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,1,245.7,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Rasmalai (2pc),Desserts,1,115.5,110,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Tikka,Starters,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Samosa (2pc),Starters,1,44.1,60,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Coke,Beverages,2,126.0,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,3,1008.0,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,1,94.5,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,2,672.0,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken 65,Starters,1,252.0,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,2,84.0,40,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,1,29.4,40,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,2,170.1,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,1,336.0,320,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,1,273.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,1,273.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,3,255.15,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,3,819.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Samosa (2pc),Starters,1,63.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Naan,Breads,2,94.5,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Seekh Kebab,Starters,1,294.0,280,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,1,94.5,90,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Naan,Breads,2,85.05,45,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,3,819.0,260,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Veg Biryani,Biryani,1,220.5,210,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Dal Makhani,Main Course,1,231.0,220,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Veg Biryani,Biryani,1,220.5,210,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Seekh Kebab,Starters,2,588.0,280,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,2,546.0,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,1,94.5,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Butter Masala,Main Course,1,294.0,280,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,1,57.75,55,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,3,1008.0,320,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Tikka,Starters,2,546.0,260,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,3,705.6,320,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Gulab Jamun (2pc),Desserts,1,94.5,90,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Sweet Lassi,Beverages,1,84.0,80,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Gulab Jamun (2pc),Desserts,1,94.5,90,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Tikka,Starters,1,273.0,260,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Naan,Breads,1,47.25,45,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,1,57.75,55,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,1,37.8,40,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Sweet Lassi,Beverages,1,84.0,80,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,2,115.5,55,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,1,336.0,320,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Naan,Breads,1,42.52,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,3,1008.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Samosa (2pc),Starters,1,63.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,2,382.2,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,2,189.0,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,3,126.0,40,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Veg Biryani,Biryani,2,396.9,210,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Butter Masala,Main Course,2,588.0,280,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken 65,Starters,2,504.0,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Rasmalai (2pc),Desserts,1,115.5,110,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,2,115.5,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Veg Biryani,Biryani,1,220.5,210,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,3,88.2,40,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Naan,Breads,1,47.25,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,1,42.0,40,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Veg Biryani,Biryani,1,220.5,210,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,1,57.75,55,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Samosa (2pc),Starters,2,126.0,60,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Tandoori Roti,Breads,1,25.2,30,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Dal Makhani,Main Course,2,415.8,220,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Tikka,Starters,3,655.2,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Tandoori Roti,Breads,3,94.5,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Tikka,Starters,1,273.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,1,75.6,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,2,84.0,40,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mutton Biryani,Biryani,1,357.0,340,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,1,94.5,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,2,189.0,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Butter Masala,Main Course,1,294.0,280,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Papad,Sides,2,63.0,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,1,57.75,55,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Dal Makhani,Main Course,2,462.0,220,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Naan,Breads,2,94.5,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,2,546.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,2,84.0,40,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,3,126.0,40,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Butter Masala,Main Course,1,235.2,280,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mutton Biryani,Biryani,1,357.0,340,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Coke,Beverages,1,63.0,60,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Butter Masala,Main Course,2,588.0,280,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mutton Biryani,Biryani,2,499.8,340,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Gulab Jamun (2pc),Desserts,1,94.5,90,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Naan,Breads,1,47.25,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mutton Biryani,Biryani,1,249.9,340,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Masala Chai,Beverages,1,42.0,40,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,3,138.6,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Paneer Butter Masala,Main Course,1,294.0,280,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,1,46.2,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Sweet Lassi,Beverages,1,75.6,80,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken Biryani,Biryani,3,819.0,260,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mango Lassi,Beverages,1,94.5,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,1,46.2,55,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Seekh Kebab,Starters,1,294.0,280,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Sweet Lassi,Beverages,1,84.0,80,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Samosa (2pc),Starters,2,113.4,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mutton Biryani,Biryani,1,321.3,340,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Mutton Biryani,Biryani,1,285.6,340,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,1,57.75,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Dal Makhani,Main Course,2,462.0,220,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken 65,Starters,2,504.0,240,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Dal Makhani,Main Course,1,231.0,220,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Chicken 65,Starters,2,403.2,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Gulab Jamun (2pc),Desserts,1,85.05,90,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Samosa (2pc),Starters,2,126.0,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Butter Chicken,Main Course,1,336.0,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Tandoori Roti,Breads,1,25.2,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Garlic Naan,Breads,2,115.5,55,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-17,Seekh Kebab,Starters,1,294.0,280,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,1,336.0,320,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mutton Biryani,Biryani,2,714.0,340,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mango Lassi,Beverages,1,94.5,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Samosa (2pc),Starters,1,63.0,60,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Tikka,Starters,3,819.0,260,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Gulab Jamun (2pc),Desserts,2,189.0,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Naan,Breads,2,94.5,45,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Papad,Sides,2,63.0,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Garlic Naan,Breads,2,115.5,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mutton Biryani,Biryani,1,285.6,340,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Papad,Sides,1,28.35,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Butter Masala,Main Course,2,588.0,280,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Rasmalai (2pc),Desserts,3,346.5,110,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Butter Masala,Main Course,1,294.0,280,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Dal Makhani,Main Course,1,231.0,220,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mango Lassi,Beverages,2,189.0,90,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken Biryani,Biryani,1,218.4,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,1,302.4,320,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Samosa (2pc),Starters,2,126.0,60,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mango Lassi,Beverages,1,94.5,90,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Sweet Lassi,Beverages,1,58.8,80,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Tandoori Roti,Breads,1,31.5,30,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Tikka,Starters,1,245.7,260,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Butter Masala,Main Course,1,205.8,280,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mutton Biryani,Biryani,1,357.0,340,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Samosa (2pc),Starters,1,63.0,60,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken 65,Starters,1,252.0,240,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mutton Biryani,Biryani,3,1071.0,340,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Coke,Beverages,1,63.0,60,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Seekh Kebab,Starters,2,529.2,280,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Garlic Naan,Breads,2,115.5,55,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,2,672.0,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Gulab Jamun (2pc),Desserts,2,189.0,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken 65,Starters,1,252.0,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken 65,Starters,1,252.0,240,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Garlic Naan,Breads,1,46.2,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Masala Chai,Beverages,1,42.0,40,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Coke,Beverages,1,63.0,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Veg Biryani,Biryani,2,441.0,210,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Butter Masala,Main Course,1,294.0,280,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Samosa (2pc),Starters,1,50.4,60,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Gulab Jamun (2pc),Desserts,2,170.1,90,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Tikka,Starters,1,273.0,260,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Veg Biryani,Biryani,1,220.5,210,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Garlic Naan,Breads,2,115.5,55,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Sweet Lassi,Beverages,1,84.0,80,Zomato,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Sweet Lassi,Beverages,2,168.0,80,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken 65,Starters,1,226.8,240,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Seekh Kebab,Starters,1,294.0,280,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Tikka,Starters,1,273.0,260,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Gulab Jamun (2pc),Desserts,1,94.5,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Veg Biryani,Biryani,1,220.5,210,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Garlic Naan,Breads,1,46.2,55,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,3,1008.0,320,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Garlic Naan,Breads,2,115.5,55,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,1,336.0,320,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Butter Masala,Main Course,2,588.0,280,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Garlic Naan,Breads,1,51.98,55,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Butter Masala,Main Course,2,588.0,280,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken Biryani,Biryani,2,546.0,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken Biryani,Biryani,1,273.0,260,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Rasmalai (2pc),Desserts,2,231.0,110,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Gulab Jamun (2pc),Desserts,2,189.0,90,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken Biryani,Biryani,1,273.0,260,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken Biryani,Biryani,1,273.0,260,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Samosa (2pc),Starters,1,63.0,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,1,336.0,320,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mango Lassi,Beverages,1,94.5,90,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Papad,Sides,2,44.1,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Naan,Breads,1,42.52,45,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Coke,Beverages,2,113.4,60,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Dal Makhani,Main Course,2,462.0,220,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Tandoori Roti,Breads,2,63.0,30,Zomato,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Gulab Jamun (2pc),Desserts,1,94.5,90,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken 65,Starters,2,504.0,240,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,2,604.8,320,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken Biryani,Biryani,3,819.0,260,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Paneer Tikka,Starters,1,218.4,260,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Chicken,Main Course,2,470.4,320,Register,Cash,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Dal Makhani,Main Course,3,693.0,220,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Rasmalai (2pc),Desserts,1,115.5,110,Swiggy,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Chicken Biryani,Biryani,2,546.0,260,Register,UPI,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Rasmalai (2pc),Desserts,1,115.5,110,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Tandoori Roti,Breads,1,28.35,30,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Mango Lassi,Beverages,1,94.5,90,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Tandoori Roti,Breads,1,31.5,30,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Tandoori Roti,Breads,1,31.5,30,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Coke,Beverages,2,126.0,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Coke,Beverages,1,44.1,60,Register,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Butter Naan,Breads,1,37.8,45,Swiggy,Card,Payment,Spice Route Kitchen,Kolkata
2026-04-18,Gulab Jamun (2pc),Desserts,2,189.0,90,Register,UPI,Payment,Spice Route Kitchen,Kolkata
